,景区名称,地区,景区等级,经度BD,纬度BD,经度BD_wgs84,纬度BD_wgs84
10116,世界恐龙谷景区,云南,4A,102.0820977,24.97662853,102.0738979,24.97362238
10117,楚雄彝人古镇景区,云南,4A,101.5249413,25.06453923,101.517035,25.06125031
10118,元谋土林景区,云南,4A,101.766751,25.85542222,101.7587562,25.85228024
10119,武定县狮子山风景名胜区,云南,4A,102.3792647,25.53864034,102.371251,25.53522666
10120,楚雄彝族自治州博物馆景区,云南,4A,101.5234567,25.05982021,101.5155467,25.05653074
10121,楚雄紫溪山景区,云南,4A,101.4058042,25.02183751,101.397633,25.01830832
10122,楚雄姚安县光禄古镇景区,云南,4A,101.2095803,25.59156958,101.2014866,25.58873971
10123,楚雄大姚石羊古镇景区,云南,4A,101.1062601,25.86361459,101.0980381,25.86090788
10124,泸西阿庐古洞景区,云南,4A,103.758868,24.56363302,103.7503022,24.56085324
10125,建水县燕子洞风景区,云南,4A,103.0578445,23.63847222,103.0495707,23.63499403
10126,建水文庙景区,云南,4A,102.8288371,23.62063373,102.8210031,23.61721433
10127,红河建水团山古村景区,云南,4A,102.746384,23.649362,102.7384758,23.64589044
10128,红河建水朱家花园景区,云南,4A,102.8333027,23.62220422,102.8254867,23.61874133
10129,红河元阳哈尼梯田景区,云南,4A,102.746076,23.12347801,102.7382018,23.1200885
10130,红河弥勒湖泉生态园景区,云南,4A,103.420723,24.413366,103.4121336,24.41005839
10131,红河弥勒可邑旅游小镇景区,云南,3A,103.373299,24.51956702,103.3646756,24.51660714
10132,建水学政考棚景区,云南,4A,102.8323601,23.61959862,102.8245412,23.61614378
10133,丘北普者黑景区,云南,4A,104.138715,24.12161998,104.1299724,24.11826083
10134,普洱国家公园景区,云南,4A,101.1039413,22.60865295,101.09581,22.60571602
10135,普洱西盟勐梭龙潭景区,云南,4A,99.60194156,22.6444284,99.59473102,22.64128253
10136,普洱墨江北回归线标志园景区,云南,4A,101.690565,23.43729399,101.6825678,23.43425152
10137,普洱天士力帝泊洱生物茶谷景区,云南,4A,101.0716443,22.74470535,101.0636513,22.74139009
10138,西又版纳傣族园景区,云南,4A,100.9543139,21.85573595,100.9467147,21.85258172
10139,西双版纳原始森林公园景区,云南,4A,100.9018419,22.02432247,100.8943361,22.02124764
10140,西双版纳热带花卉园景区,云南,4A,100.792869,22.01837502,100.7852772,22.01499138
10141,西双版纳野象谷景区,云南,4A,100.8618299,22.17505484,100.8542377,22.17238693
10142,景洪曼听公园景区,云南,4A,100.8142704,21.99876401,100.8067017,21.99535185
10143,西双版纳望天树景区,云南,4A,101.594186,21.60242697,101.5863596,21.59952844
10144,西双版纳勐泐大佛寺景区,云南,4A,100.8148113,21.96677631,100.8072618,21.96335727
10145,西双版纳大益庄园景区,云南,4A,100.4386389,21.99484063,100.4309755,21.99120844
10146,告庄西双景旅游区,云南,4A,100.827892,22.01342459,100.8203178,22.01019182
10147,西双版纳勐景来景区,云南,4A,100.091085,21.70364795,100.0834682,21.69986018
10148,大理南诏风情岛景区,云南,4A,100.1980746,25.90852089,100.190499,25.90540977
10149,大理宾川鸡足山景区,云南,4A,100.3941764,25.96281779,100.3862741,25.96016004
10150,大理银都水乡新华白族旅游村景区,云南,4A,100.1887756,26.6161268,100.1811449,26.61344566
10151,剑川石宝山·沙溪古镇景区,云南,4A,99.85680296,26.32304899,99.84938724,26.32040597
10152,大理古城景区,云南,4A,100.1704783,25.70080067,100.1627275,25.69786551
10153,大理祥云水目山文化旅游区,云南,4A,100.654054,25.37661702,100.6465132,25.37375615
10154,大理巍山古城—巍宝山旅游区,云南,4A,100.3156017,25.23400344,100.3079957,25.23064204
10155,大理漾濞石门关景区,云南,4A,100.041061,25.643144,100.0333158,25.64032212
10156,大理蝴蝶泉景区,云南,4A,100.104485,25.9130198,100.0967384,25.90987945
10157,大理洱源地热国旅游景区,云南,4A,99.96523256,26.12961834,99.95784617,26.12680816
10158,梁河南甸宣抚司署景区,云南,4A,98.3041524,24.81310462,98.29739126,24.80990349
10159,芒市勐巴娜西珍奇园景区,云南,4A,98.59468857,24.43186746,98.58797518,24.42930953
10160,丽江玉水寨景区,云南,4A,100.207218,27.00623796,100.1996267,27.00341953
10161,束河古镇景区,云南,4A,100.2122256,26.92587522,100.2046245,26.92309232
10162,丽江黑龙潭景区,云南,4A,100.24388,26.89780196,100.2362125,26.89545839
10163,泸沽湖景区,云南,4A,100.7598523,27.70017975,100.7520206,27.69784249
10164,丽江观音峡景区,云南,4A,100.2754687,26.77011099,100.2677649,26.7679393
10165,丽江东巴谷景区,云南,4A,100.2678607,27.01164142,100.2601453,27.00945982
10166,丽江老君山国家公园黎明景区,云南,4A,99.69293047,27.03739713,99.68535565,27.03503627
10167,迪庆梅里雪山景区,云南,4A,98.86284597,28.44479999,98.8559361,28.44234541
10168,迪庆虎跳峡景区,云南,4A,100.0765593,27.17196947,100.0687974,27.16901961
10169,迪庆香格里拉松赞林景区,云南,4A,99.71068404,27.85807096,99.70313163,27.85536358
10170,香格里拉蓝月山谷旅游区,云南,4A,99.61565671,27.79345579,99.60832795,27.79082633
10171,迪庆香格里拉大峡谷·巴拉格宗景区,云南,4A,99.46340102,28.321262,99.45573405,28.31854928
10172,临沧沧源葫芦小镇景区,云南,4A,99.23996567,23.14126751,99.2327347,23.13776846
10173,临沧沧源翁丁原始部落文化旅游区,云南,3A,99.17458304,23.28464289,99.16715537,23.28151681
10174,石林县乃古石林景区,云南,3A,103.3549055,24.90945883,103.3463958,24.90626067
10175,昆明安宁青龙峡景区,云南,3A,102.3746452,25.04630343,102.3666585,25.04281561
10176,昆明嘉丽泽旅游度假区景区,云南,3A,102.6624711,24.97964729,102.6545776,24.97702503
10177,昆明寻甸星河温泉旅游小镇景区,云南,3A,103.2600754,25.43601936,103.2516793,25.43326652
10178,昆明宜良岩泉景区,云南,3A,103.1339973,24.92835568,103.1255414,24.92539603
10179,昆明石林万家欢蓝莓庄园景区,云南,3A,103.379156,24.89846503,103.3705072,24.89554298
10180,中国兵器房车温泉度假旅游区,云南,3A,103.0118736,24.96156884,103.0036611,24.95873145
10181,昆明市黑龙潭公园景区,云南,3A,102.757028,25.14768302,102.7490361,25.14462922
10182,昆明斗南花市景区,云南,3A,102.7960932,24.90777293,102.7880552,24.90503534
10183,昭通盐津豆沙关景区,云南,3A,104.1275596,28.04066319,104.1186157,28.03807741
10184,昭通市博物馆景区,云南,3A,103.7644116,27.36977509,103.7557349,27.36736008
10185,昭阳龙氏家祠景区,云南,3A,103.6737416,27.28763881,103.6653063,27.28491036
10186,绥江金沙江水上乐园景区,云南,3A,103.982237,28.605462,103.9735019,28.6032107
10187,水富卲女坪旅游度假小镇景区,云南,3A,104.3026161,28.632045,104.2938308,28.62916183
10188,花乡酒谷景区,云南,3A,104.346853,27.954424,104.3378501,27.95204979
10189,威信扎西会议纪念馆红色旅游景区,云南,3A,105.05889,27.853249,105.0491865,27.85080034
10190,大关黄连河景区,云南,3A,103.9249251,27.73191975,103.9165326,27.72918183
10191,昭阳彝族六祖分支景区,云南,3A,103.6431596,27.40622351,103.6346705,27.40397151
10192,昭通市渔洞名樱庄园景区,云南,3A,103.5721985,27.4000227,103.563871,27.39728123
10193,昭璞绿道景区,云南,3A,100.183566,25.650893,100.1759281,25.64776304
10194,马龙区马过河景区,云南,3A,103.382985,25.47650004,103.3742914,25.47359032
10195,富源县多乐原景区,云南,3A,104.2115239,25.71868414,104.2027531,25.71592243
10196,会泽县雨碌大地缝景区,云南,3A,103.5845503,26.35969002,103.57627,26.35715235
10197,师宗县五龙水生态小镇景区,云南,3A,104.2603361,24.63175423,104.2516976,24.6286558
10198,会泽县古城景区,云南,3A,103.305952,26.421184,103.2975316,26.4184826
10199,罗平县相石阶景区,云南,3A,104.2967905,24.90005429,104.2881587,24.89670728
10200,马龙区沈家山景区,云南,3A,103.5717226,25.4301371,103.5634908,25.42695139
10201,宣威市东山景区,云南,3A,104.1439614,26.21412234,104.1351524,26.211229
10202,曲靖218欢乐世界景区,云南,3A,103.796875,25.49715898,103.7884022,25.49387773
10203,江川古滇国文化园景区,云南,3A,102.8288307,24.42503168,102.8209552,24.42188193
10204,澄江县月亮湾湿地公园景区,云南,3A,102.9519491,24.62792008,102.9440479,24.62481478
10205,易门县滇中水城景区,云南,3A,102.166181,24.67631798,102.1581114,24.67333802
10206,新平大沐浴花腰傣生态民族文化旅游村景区,云南,3A,101.5966633,24.04535989,101.5887519,24.04262651
10207,玉溪明星渔洞景区,云南,3A,102.8691094,24.50471017,102.8612537,24.50171223
10208,玉溪明星碧云公园景区,云南,3A,102.866738,24.49512868,102.8588956,24.49209298
10209,玉溪仙湖古镇·仙湖湾景区,云南,3A,102.9461162,24.52527486,102.9382159,24.52224572
10210,禄丰黑井古镇景区,云南,3A,101.7520131,25.37072473,101.7440017,25.3674535
10211,南华咪依噜风情谷景区,云南,3A,101.2831528,25.29428316,101.2752252,25.29092493
10212,楚雄元谋人博物馆景区,云南,3A,101.865573,25.71662018,101.8577181,25.71370236
10213,楚雄永仁方山景区,云南,3A,101.8000991,26.15929922,101.7920626,26.15676316
10214,牟定彝和园景区,云南,3A,101.55411,25.31750702,101.546202,25.3145495
10215,大姚昙华山景区,云南,3A,101.2346767,25.96770715,101.2265744,25.96521646
10216,双柏查姆湖景区,云南,3A,101.643318,24.68887504,101.6355307,24.68572442
10217,楚雄州紫溪彝村景区,云南,3A,101.431666,25.10178501,101.4234333,25.09848416
10218,楚雄州摩尔梦工厂工业旅游观光园景区,云南,3A,101.56191,25.077072,101.5539954,25.07425788
10219,大姚西河印象景区,云南,3A,101.339617,25.73364199,101.3313784,25.73091207
10220,元谋浪铺土林景区,云南,3A,101.7045327,25.69076792,101.6964324,25.68818232
10221,元谋凤凰湖公园景区,云南,3A,101.8631533,25.71419566,101.8552848,25.71130823
10222,元谋人世界公园景区,云南,3A,101.865573,25.71662018,101.8577181,25.71370236
10223,禄丰金山古镇景区,云南,3A,102.0840228,25.15195486,102.0758379,25.14890928
10224,红河州博物馆景区,云南,3A,102.748078,23.11215198,102.7401868,23.10879262
10225,红河开远南洞—凤凰谷旅游区,云南,3A,103.271543,23.65896144,103.2631742,23.65593437
10226,红河县撒玛坝万亩梯田景区,云南,3A,102.3730973,23.28918934,102.365141,23.28544965
10227,泸西青龙山生态休闲农业庄园景区,云南,3A,103.7520227,24.50629433,103.7434166,24.50355014
10228,蒙自市碧色寨滇越铁路历史文化公园景区,云南,3A,103.417784,23.46909303,103.4092305,23.46555997
10229,中共云南一大会址查尼皮景区,云南,3A,103.5385123,23.36804536,103.5302227,23.3647925
10230,弥勒东风韵景区,云南,3A,103.395548,24.319936,103.3869195,24.31695253
10231,弥勒锦屏山景区,云南,3A,103.435937,24.47670247,103.4274199,24.47323069
10232,弥勒太平湖森林小镇景区,云南,3A,103.5230797,24.40518054,103.5146262,24.40236905
10233,弥勒红河水乡景区,云南,3A,103.432939,24.40504998,103.4243887,24.40158172
10234,开远凤凰生态公园景区,云南,3A,103.2778642,23.70058606,103.2695019,23.69752172
10235,石屏异龙湖湿地公园景区,云南,3A,102.5181194,23.70154714,102.5102801,23.69830154
10236,屏边滴水苗城景区,云南,3A,103.653354,23.01176097,103.6450695,23.00876132
10237,建水紫陶街景区,云南,3A,102.818293,23.63443204,102.8103995,23.63114992
10238,文山广南世外桃源坝美景区,云南,3A,105.04662,24.32307705,105.0371841,24.32003543
10239,广南牡露侬人谷景区,云南,3A,105.1116852,23.92831272,105.1021713,23.92464872
10240,英雄老山圣地景区,云南,3A,104.809303,22.98151189,104.8003352,22.9785654
10241,中澳生态园景区,云南,3A,104.368387,23.58887005,104.359551,23.58551076
10242,马洒东西南北旅游村景区,云南,3A,104.3942902,23.08416466,104.3854935,23.08049861
10243,文山州博物馆景区,云南,3A,104.2268832,23.40256493,104.2182196,23.39953465
10244,天士力现代中药产业园景区,云南,3A,104.298012,23.29082,104.2894299,23.28722693
10245,西畴汤谷景区,云南,3A,104.7074863,23.49174399,104.698592,23.48876478
10246,西畴香坪山景区,云南,3A,104.4592373,23.30326702,104.4503335,23.30011776
10247,西畴国家石漠公园（三光）景区,云南,3A,104.609568,23.19128893,104.6009346,23.18830781
10248,老董寨兜阳文化旅游村景区,云南,3A,101.5966633,24.04535989,101.5887519,24.04262651
10249,中华普洱茶博览苑景区,云南,3A,101.106021,22.65338503,101.0979214,22.65045132
10250,普洱景东文庙景区,云南,3A,100.8382474,24.45456748,100.8306266,24.45167616
10251,那柯里茶马驿站景区,云南,3A,101.0463726,22.91733937,101.0385036,22.9137879
10252,普洱景东杜鹃湖景区,云南,3A,100.9537225,24.5253642,100.9460565,24.52244254
10253,普洱孟连宣抚司署景区,云南,3A,99.58504668,22.33605762,99.57777576,22.33305156
10254,景谷勐卧总佛寺景区,云南,3A,100.7073382,23.49683316,100.6997836,23.4934289
10255,澜沧拉祜风情旅游区,云南,3A,99.94255574,22.5712975,99.93521463,22.5683252
10256,景迈山荼林文化景区,云南,3A,100.9857075,22.80100729,100.9779236,22.7982785
10257,普洱老达保景区,云南,3A,99.99066925,22.35462408,99.98319848,22.35152676
10258,普洱荼马古道旅游景区,云南,3A,100.9962438,22.8265428,100.9884065,22.82373111
10259,西盟木依吉神谷景区,云南,3A,99.60326916,22.62311095,99.59604069,22.61996011
10260,大理天龙八部影视城景区,云南,3A,100.1556005,25.68568798,100.1477895,25.68289543
10261,大理洱源西湖景区,云南,3A,100.0604847,26.01932878,100.0527582,26.01642212
10262,大理张家花园景区,云南,3A,100.1889699,25.65935051,100.1813625,25.65616102
10263,大理剑川千狮山（满贤林）景区,云南,3A,99.89431898,26.54306299,99.88681962,26.54104115
10264,大理罗荃半岛旅游区,云南,3A,100.2437541,25.71293187,100.2361098,25.71012589
10265,大理上关花公园景区,云南,3A,100.103,25.92544497,100.0952463,25.9222919
10266,巍山县东莲花景区,云南,3A,100.2078503,25.43140628,100.2003084,25.42804697
10267,大理南涧无量山樱花谷景区,云南,3A,100.5267785,24.77289441,100.5191824,24.77009456
10268,永平县曲硐文化旅游区,云南,3A,99.53523617,25.42516793,99.52775152,25.42248738
10269,永平县宝台山旅游区,云南,3A,99.53953457,25.20225253,99.53204491,25.1995902
10270,大理州博物馆景区,云南,3A,100.1721384,25.69604202,100.1644015,25.69308322
10271,双廊艺术小镇文化旅游区,云南,3A,100.1980746,25.90852089,100.190499,25.90540977
10272,大理云龙县诺邓景区,云南,3A,99.38416014,25.92238576,99.37655343,25.91926598
10273,瑞丽一寨两国景区,云南,3A,97.80372203,23.95952805,97.79700857,23.95609669
10274,盈江县云南盈江湿地公园景区,云南,3A,97.94772651,24.69405128,97.94112285,24.69109808
10275,芒市仙佛洞景区,云南,3A,98.52257296,24.33893906,98.51589611,24.33566649
10276,芒市孔雀谷景区,云南,3A,98.64390897,24.54256602,98.63726719,24.5394338
10277,莫里热带雨林景区,云南,3A,97.99394999,24.11367103,97.98713353,24.11086546
10278,丽江白沙壁画景区,云南,3A,100.2243387,26.96087439,100.2167556,26.95821581
10279,丽江东巴万神园景区,云南,3A,100.2166374,27.00512234,100.2090515,27.00235941
10280,丽江市华坪县鲤鱼河景区,云南,3A,101.2742054,26.63518693,101.2662306,26.63249991
10281,迪庆霞给藏族文化旅游生态村景区,云南,3A,99.88123085,27.79892403,99.87376057,27.79661979
10282,塔城滇金丝猴国家公园景区,云南,3A,99.38127407,27.61475503,99.37363081,27.61180384
10283,沧源司岗里崖画谷景区,云南,3A,99.32682633,23.27673119,99.3193425,23.27353334
10284,和成·临沧生态文化创新产业园景区,云南,3A,100.11795,23.915023,100.1101758,23.91164012
10285,临沧耿马孟定芒团景区,云南,3A,99.14958122,23.58087937,99.14219453,23.57732816
10286,临沧临翔区南美拉祜生态旅游区,云南,3A,99.91523638,23.89832343,99.90780216,23.89554941
10287,临沧临翔区玉龙湖景区,云南,3A,100.0979557,23.90276103,100.0902469,23.89910082
10288,临沧双江荣康达乌龙茶生态文化产业园景区,云南,3A,99.87699318,24.48040679,99.86960525,24.47756886
10289,临翔区秘境谷森林小镇景区,云南,3A,100.138746,23.86274204,100.1309727,23.85962098
10290,临沧凤庆鲁史古镇景区,云南,3A,100.0066599,24.84807998,99.99904136,24.84522517
10291,戎氏永德茶文化庄园景区,云南,3A,99.25201428,23.99121272,99.24476086,23.9877488
10292,凤庆滇红第一村景区,云南,3A,99.87060722,24.64148955,99.86320685,24.63855536
10293,双江自治县景亢傣族风情村景区,云南,3A,99.82184028,23.49950667,99.81440738,23.49619358
10294,西双版纳融创乐园景区,云南,3A,100.7496245,22.03347184,100.7419295,22.03060266
10295,西双版纳州南腊河康养度假营地景区,云南,3A,101.605719,21.54015293,101.5979124,21.53711947
10296,腾冲江东银杏村景区,云南,3A,98.52352903,25.30851903,98.51683946,25.30525707
10297,腾冲玛御谷温泉小镇景区,云南,3A,98.57898655,25.0787225,98.57225598,25.07614735
10298,龙陵勐糯大寨景区,云南,3A,99.05954577,24.32313583,99.05215111,24.3202312
10299,滇西抗战纪念馆（国殇墓园）景区,云南,3A,98.48856931,25.03189505,98.48166692,25.0289472
10300,北海湿地景区,云南,3A,98.56499086,25.12618277,98.55825694,25.12343144
10301,原乡栖花岭景区,云南,3A,98.59097856,25.23140588,98.58422143,25.22884103
10302,腾冲高黎贡山茶博园景区,云南,3A,98.48170904,24.94713305,98.47477713,24.94426606
10303,施甸姚关野鸭湖湿地景区,云南,3A,99.20917104,24.62516422,99.20176753,24.62224156
10304,腾冲清水中寨司莫拉佤族村景区,云南,3A,98.47651459,24.93357809,98.46955966,24.93074858
10305,龙陵龙江清塘梯田景区,云南,3A,98.67234295,24.84603165,98.66557349,24.84307898
10306,龙陵龙山湖景区,云南,3A,98.69298511,24.60498537,98.68609358,24.60229048
10307,白龙潭·百花溪谷景区,云南,3A,103.143423,25.23628701,103.1349108,25.23336349
10308,新寨万亩咖啡园景区,云南,3A,98.87709381,24.97013279,98.87028829,24.96702474
10309,施甸怒江大峡谷·娲女神泉谷景区,云南,3A,99.07225697,24.71449203,99.06481322,24.71162779
10310,龙川江漂流景区,云南,3A,98.599325,25.262297,98.59259655,25.25968396
10311,清河茶文化研学景区,云南,3A,98.602379,25.203029,98.59566557,25.20038547
10312,猴桥国门新村景区,云南,3A,98.46497029,25.01812263,98.45794852,25.01528571
10313,马站和睦茶花村景区,云南,3A,98.50564781,25.22427545,98.49883591,25.22110453
10314,漭水黄家寨古茶公园景区,云南,3A,99.69206891,24.9167022,99.68457268,24.9138309
10315,昌宁澜沧江高峡平湖旅游景区,云南,3A,99.46676104,24.8539237,99.45918188,24.85065531
10316,潞江坝服务区景区,云南,3A,98.89291683,24.93095294,98.88614304,24.9278516
10317,保山腾冲高山乌龙茶景区,云南,3A,98.48494644,25.16754317,98.47803057,25.16462517
10318,昌宁鸡飞温泉旅游景区,云南,3A,99.47842823,24.74125518,99.47090224,24.73790469
10319,施甸石瓢温泉景区,云南,3A,99.01634464,24.74887341,99.00919846,24.74559104
10320,腾冲云峰山景区,云南,3A,98.4329721,25.36897596,98.42597294,25.36572875
10321,龙陵邦腊掌温泉养生度假区,云南,3A,98.67484895,24.65789268,98.66805817,24.65498119
10322,贡山县独龙江景区,云南,2A,98.33387347,27.99890779,98.32684922,27.99654452
10323,昆明安宁海湾村营地景区,云南,2A,102.269289,24.96460001,102.2614128,24.96144491
10324,晋宁郑和公园景区,云南,2A,102.5973184,24.67360343,102.5896804,24.67049924
10325,昆明寻甸红军长征柯渡纪念馆景区,云南,2A,102.8693802,25.56411041,102.8615124,25.56114907
10326,昆明市呈贡区洛龙公园景区,云南,2A,102.8251105,24.89625735,102.8171959,24.89316179
10327,华宁象鼻温泉度假村景区,云南,2A,102.9618726,24.13614026,102.9539812,24.13281348
10328,新平新化古州野林景区,云南,2A,101.8598259,24.11395065,101.8520117,24.11089223
10329,玉溪九龙池公园景区,云南,2A,102.5230591,24.42877134,102.5152034,24.42588096
10330,新平戛洒陇西世族庄园（土司府）景区,云南,2A,101.5495367,24.01977391,101.5416486,24.01659495
10331,新平龙泉公园景区,云南,2A,102.0043174,24.06180939,101.9964464,24.05833865
10332,玉溪澄江西浦公园景区,云南,2A,102.8913531,24.69314205,102.8834604,24.69052237
10333,玉溪澄江凤山公园景区,云南,2A,102.9261014,24.67978462,102.9181931,24.67710606
10334,弥勒白龙洞景区,云南,2A,103.3267967,24.19608126,103.3184573,24.19256832
10335,石屏焕文公园景区,云南,2A,102.5014338,23.69971935,102.4935975,23.69617871
10336,红河蒙自南湖公园景区,云南,2A,103.4086506,23.36871955,103.4000854,23.36534629
10337,国立西南联合大学蒙自分校纪念馆景区,云南,2A,103.4127884,23.37181988,103.4042368,23.3683826
10338,个旧丫沙底瀑布温泉旅游区,云南,2A,102.976588,23.28266601,102.9686751,23.27919454
10339,红河县马帮古城景区,云南,2A,102.451728,23.36535597,102.4437222,23.36198312
10340,石屏宝秀郑营古村景区,云南,2A,102.408509,23.75047805,102.4004223,23.74718394
10341,东仰风情园景区,云南,2A,102.430374,22.999132,102.4222921,22.99607951
10342,罗家坪红色文化旅游景区,云南,2A,101.884697,25.96097196,101.8769104,25.95807128
10343,阿峨新寨民族版画旅游村景区,云南,2A,98.38285402,24.35907617,98.37591453,24.35578078
10344,小马固新寨傣文化旅游村景区,云南,2A,104.2846706,23.08698312,104.2761184,23.08342312
10345,富宁驮娘江景区,云南,2A,106.072345,23.884351,106.0622973,23.88067705
10346,景谷佛迹仙踪芒玉峡谷康体旅游区,云南,2A,100.6961203,23.58115336,100.6885946,23.57763896
10347,普洱江城勐烈湖湿地公园景区,云南,2A,101.8569488,22.59167644,101.8491272,22.58874901
10348,普洱镇沅无量湿地公园景区,云南,2A,101.1136588,24.01678184,101.1054906,24.01369354
10349,西双版纳南药园景区,云南,2A,100.7963337,22.00782416,100.7887438,22.00440623
10350,思小热带雨林景区,云南,2A,97.99394999,24.11367103,97.98713353,24.11086546
10351,祥云县云南驿景区,云南,2A,100.700766,25.42892403,100.6931984,25.42573291
10352,大理洱源茈碧湖景区,云南,2A,99.94351504,26.15662989,99.93611576,26.1540697
10353,德宏畹町边关文化园景区,云南,2A,98.07930096,24.08560306,98.07233473,24.08234782
10354,瑞丽独树成林景区,云南,2A,97.96614654,24.05799628,97.95941958,24.05510757
10355,瑞丽淘宝场景区,云南,2A,97.61579445,23.90083814,97.60905377,23.89805954
10356,丽江姊妹湖景区,云南,2A,100.2019661,26.99440715,100.1943745,26.99159445
10357,玉柱擎天景区,云南,2A,100.2139053,27.02068049,100.2063056,27.01788686
10358,丽江东巴王国景区,云南,2A,100.2121935,26.99670441,100.2046166,26.9939115
10359,丽江虎跳峡景区,云南,2A,100.1526836,27.23757763,100.1448255,27.23518857
10360,丽江玉峰寺景区,云南,2A,100.2028377,26.99826988,100.195245,26.99545382
10361,丽江三股水景区,云南,2A,100.253415,26.84415878,100.2457467,26.84195445
10362,迪庆天生桥景区,云南,2A,100.5313383,25.36355238,100.5237512,25.36066457
10363,迪庆州博物馆景区,云南,2A,99.71393699,27.8170887,99.70641971,27.81434351
10364,红军长片博物馆景区,云南,2A,102.866738,24.49512868,102.8588956,24.49209298
10365,香格里拉高山植物园景区,云南,2A,99.64596715,27.90236841,99.63846786,27.90013083
10366,迪庆香格里拉娜姆措生态园景区,云南,2A,99.84528857,27.79584746,99.83785831,27.79311473
10367,迪庆香格里拉康巴部落（呀啦嗦）民间马术风情园景区,云南,2A,100.0794739,27.05219386,100.0717167,27.04925271
10368,香巴拉时轮坛城景区,云南,2A,99.70827299,27.82802202,99.70074458,27.82535001
10369,迪庆香格里拉阳塘曲景区,云南,2A,99.68978604,27.79774401,99.68221654,27.79537398
10370,迪庆香格里拉圣域天香牦牛文化传播中心景区,云南,2A,99.72538598,27.73730918,99.71783948,27.73446708
10371,迪庆州和谐塔中塔景区,云南,2A,99.70906251,27.79363251,99.70152809,27.79094145
10372,迪庆香格里拉结达木景区,云南,2A,99.68978604,27.79774401,99.68221654,27.79537398
10373,临沧五老山森林公园景区,云南,2A,100.1819429,23.90675158,100.1743005,23.90335202
10374,云县漫湾百里长湖景区,云南,2A,100.362894,24.73658601,100.3551222,24.73353696
10375,临沧花果山城市森林公园景区,云南,2A,100.085047,23.87178099,100.0773869,23.86807163
10376,临沧沧源碧丽源芒摆有机茶庄园景区,云南,2A,99.83430588,23.4809957,99.82692997,23.4775477
10377,临沧凤庆古墨传统文化村落景区,云南,2A,99.91126704,24.91433124,99.90382359,24.91179595
10378,临沧凤庆石洞寺景区,云南,2A,100.0472095,24.48549194,100.0394832,24.48250585
10379,临沧头道水酒谷景区,云南,2A,100.084564,24.29013898,100.0768677,24.28659534
10380,临沧耿马孟定洞井佛文化景区,云南,2A,99.1520159,23.6039195,99.14464328,23.60041543
10381,水寨海棠洼景区,云南,2A,99.3062157,25.27396712,99.29869922,25.27118966
10382,芒宽弘园山庄景区,云南,2A,98.43778594,25.04926333,98.43081173,25.04610514
10383,河图大官庙景区,云南,2A,99.26081417,25.11854245,99.25348423,25.11528896
10384,团田勐福村景区,云南,2A,98.63212518,24.73712907,98.6254774,24.73409412
10385,新华乡坝角阿昌民族村景区,云南,2A,100.0469714,21.69835216,100.0393326,21.69506625
10386,五合帕连傣族古寨景区,云南,2A,97.795244,23.96172298,97.78850583,23.9583272
10387,芒棒高黎贡古道公园景区,云南,2A,98.77476999,24.83223502,98.7678889,24.82898163
10388,腾越镇董关村景区,云南,2A,98.4944904,25.086437,98.4876203,25.08341099
10389,翁堵大明湖生态旅游区,云南,2A,98.81341697,25.29515899,98.80643341,25.29242011
10390,湾甸帕旭傣族村景区,云南,2A,99.35303574,24.54422653,99.34553297,24.54087219
10391,柯街芒赖景区,云南,2A,99.43754725,24.85350558,99.4298226,24.85058506
10392,德馨田园自然景区,云南,2A,99.62593476,24.86738604,99.61860082,24.86439537
10393,腾冲叠水河景区,云南,2A,98.48728761,25.03517589,98.48038005,25.03224262
10394,保山太保山森林公园景区,云南,2A,99.15894076,25.12452286,99.15148387,25.12139607
10395,保山北庙湖景区,云南,2A,99.21897613,25.24032317,99.21160241,25.23721994
10396,保山隆阳区金鸡乡育德村景区,云南,1A,99.25641301,25.16266605,99.24913019,25.15937814
10397,牟定化佛山景区,云南,1A,101.4340694,25.3222558,101.4258412,25.31899773
10398,西双版纳雨林谷景区,云南,1A,101.1923817,21.91937797,101.1844588,21.91602019
10399,丽江北岳庙景区,云南,1A,100.1526836,27.23757763,100.1448255,27.23518857
10400,汉庄青岗坝景区,云南,1A,99.09019335,25.16015714,99.0827529,25.15704451
10401,梦想家园景区,云南,1A,99.18886969,25.03048938,99.18140915,25.02769013
10402,西邑千佛洞景区,云南,1A,99.33168904,24.96385502,99.32416361,24.96082702
10403,象达镇中寨传统古村落景区,云南,1A,100.7770542,27.68512148,100.7692856,27.68254935
10404,象达镇南海寨景区,云南,1A,100.8259875,22.01362948,100.8184164,22.01036684
10405,象达镇红色朱家庄景区,云南,1A,98.46550388,25.01265965,98.45847859,25.00982397
10406,镇安镇向阳寨景区,云南,1A,98.82970972,24.68939804,98.82274146,24.68679363
10407,木城乡光坡彝族特色村寨景区,云南,1A,98.76840729,24.15618959,98.76151064,24.15278632
10408,平达乡大秧田民心园景区,云南,1A,99.10755166,24.78869456,99.10015467,24.78535454
10409,平达乡安乐农耕文化园景区,云南,1A,98.91595316,24.87448561,98.90905941,24.87165669
10410,大田坝新寨老虎垭口景区,云南,1A,98.84533296,24.95771501,98.83840209,24.9549861
10411,卡斯龙潭公园景区,云南,1A,99.38715797,24.80442306,99.37957338,24.80111454
10412,耈街大水塘苗族风情园景区,云南,1A,99.14971175,24.51443221,99.14229189,24.51117758
